_PRODUCT_UPC_CODE	_PRODUCT_DESCRIPTION_EN	_PRODUCT_DESCRIPTION_HK	_PRODUCT_LONG_DESCRIPTION_EN	_PRODUCT_LONG_DESCRIPTION_HK	_SERVICE_TYPE_CODE	_SERVICE_TYPE_NAME_EN	_SERVICE_TYPE_NAME_HK	_SERVICE_TYPE_NAME_CN	_ZONE_CODE	_BRAND_CODE	_BRAND_DESCRIPTION_EN	_BRAND_DESCRIPTION_HK	_PRODUCT_TEMPLATE_CODE	_DESTINATION_CODE	_DESTINATION_NAME_EN	_DESTINATION_NAME_HK	_DESTINATION_NAME_CN	_WEIGHT_LIMIT	_WEIGHT_FROM	_WEIGHT_TO	_TRACKING_LEVEL	_PRODUCT_RETAIL_PRICE_HKD	_PRODUCT_RETAIL_PRICE_USD	_PRODUCT_CREATED_DATE
AIR_REG_3_NZ_NZ_1.291_1.300	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.291kg to 1.300kg	空郵掛號（郵包） 至 新西蘭, 1.291kg 至 1.300kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.291	1.300	1	266.00	34.1025641025641026	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.301_1.310	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.301kg to 1.310kg	空郵掛號（郵包） 至 新西蘭, 1.301kg 至 1.310kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.301	1.310	1	267.90	34.3461538461538462	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.311_1.320	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.311kg to 1.320kg	空郵掛號（郵包） 至 新西蘭, 1.311kg 至 1.320kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.311	1.320	1	269.80	34.5897435897435897	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.321_1.330	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.321kg to 1.330kg	空郵掛號（郵包） 至 新西蘭, 1.321kg 至 1.330kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.321	1.330	1	271.70	34.8333333333333333	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.331_1.340	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.331kg to 1.340kg	空郵掛號（郵包） 至 新西蘭, 1.331kg 至 1.340kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.331	1.340	1	273.60	35.0769230769230769	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.341_1.350	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.341kg to 1.350kg	空郵掛號（郵包） 至 新西蘭, 1.341kg 至 1.350kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.341	1.350	1	275.50	35.3205128205128205	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.351_1.360	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.351kg to 1.360kg	空郵掛號（郵包） 至 新西蘭, 1.351kg 至 1.360kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.351	1.360	1	277.40	35.5641025641025641	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.361_1.370	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.361kg to 1.370kg	空郵掛號（郵包） 至 新西蘭, 1.361kg 至 1.370kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.361	1.370	1	279.30	35.8076923076923077	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.371_1.380	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.371kg to 1.380kg	空郵掛號（郵包） 至 新西蘭, 1.371kg 至 1.380kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.371	1.380	1	281.20	36.0512820512820513	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.381_1.390	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.381kg to 1.390kg	空郵掛號（郵包） 至 新西蘭, 1.381kg 至 1.390kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.381	1.390	1	283.10	36.2948717948717949	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.391_1.400	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.391kg to 1.400kg	空郵掛號（郵包） 至 新西蘭, 1.391kg 至 1.400kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.391	1.400	1	285.00	36.5384615384615385	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.401_1.410	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.401kg to 1.410kg	空郵掛號（郵包） 至 新西蘭, 1.401kg 至 1.410kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.401	1.410	1	286.90	36.7820512820512821	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.411_1.420	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.411kg to 1.420kg	空郵掛號（郵包） 至 新西蘭, 1.411kg 至 1.420kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.411	1.420	1	288.80	37.0256410256410256	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.421_1.430	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.421kg to 1.430kg	空郵掛號（郵包） 至 新西蘭, 1.421kg 至 1.430kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.421	1.430	1	290.70	37.2692307692307692	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.431_1.440	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.431kg to 1.440kg	空郵掛號（郵包） 至 新西蘭, 1.431kg 至 1.440kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.431	1.440	1	292.60	37.5128205128205128	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.441_1.450	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.441kg to 1.450kg	空郵掛號（郵包） 至 新西蘭, 1.441kg 至 1.450kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.441	1.450	1	294.50	37.7564102564102564	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.451_1.460	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.451kg to 1.460kg	空郵掛號（郵包） 至 新西蘭, 1.451kg 至 1.460kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.451	1.460	1	296.40	38.0000000000000000	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.461_1.470	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.461kg to 1.470kg	空郵掛號（郵包） 至 新西蘭, 1.461kg 至 1.470kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.461	1.470	1	298.30	38.2435897435897436	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.471_1.480	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.471kg to 1.480kg	空郵掛號（郵包） 至 新西蘭, 1.471kg 至 1.480kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.471	1.480	1	300.20	38.4871794871794872	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.481_1.490	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.481kg to 1.490kg	空郵掛號（郵包） 至 新西蘭, 1.481kg 至 1.490kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.481	1.490	1	302.10	38.7307692307692308	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.491_1.500	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.491kg to 1.500kg	空郵掛號（郵包） 至 新西蘭, 1.491kg 至 1.500kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.491	1.500	1	304.00	38.9743589743589744	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.501_1.510	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.501kg to 1.510kg	空郵掛號（郵包） 至 新西蘭, 1.501kg 至 1.510kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.501	1.510	1	305.90	39.2179487179487179	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.511_1.520	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.511kg to 1.520kg	空郵掛號（郵包） 至 新西蘭, 1.511kg 至 1.520kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.511	1.520	1	307.80	39.4615384615384615	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.521_1.530	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.521kg to 1.530kg	空郵掛號（郵包） 至 新西蘭, 1.521kg 至 1.530kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.521	1.530	1	309.70	39.7051282051282051	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.531_1.540	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.531kg to 1.540kg	空郵掛號（郵包） 至 新西蘭, 1.531kg 至 1.540kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.531	1.540	1	311.60	39.9487179487179487	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.541_1.550	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.541kg to 1.550kg	空郵掛號（郵包） 至 新西蘭, 1.541kg 至 1.550kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.541	1.550	1	313.50	40.1923076923076923	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.551_1.560	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.551kg to 1.560kg	空郵掛號（郵包） 至 新西蘭, 1.551kg 至 1.560kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.551	1.560	1	315.40	40.4358974358974359	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.561_1.570	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.561kg to 1.570kg	空郵掛號（郵包） 至 新西蘭, 1.561kg 至 1.570kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.561	1.570	1	317.30	40.6794871794871795	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.571_1.580	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.571kg to 1.580kg	空郵掛號（郵包） 至 新西蘭, 1.571kg 至 1.580kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.571	1.580	1	319.20	40.9230769230769231	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.581_1.590	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.581kg to 1.590kg	空郵掛號（郵包） 至 新西蘭, 1.581kg 至 1.590kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.581	1.590	1	321.10	41.1666666666666667	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.591_1.600	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.591kg to 1.600kg	空郵掛號（郵包） 至 新西蘭, 1.591kg 至 1.600kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.591	1.600	1	323.00	41.4102564102564103	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.601_1.610	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.601kg to 1.610kg	空郵掛號（郵包） 至 新西蘭, 1.601kg 至 1.610kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.601	1.610	1	324.90	41.6538461538461538	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.611_1.620	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.611kg to 1.620kg	空郵掛號（郵包） 至 新西蘭, 1.611kg 至 1.620kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.611	1.620	1	326.80	41.8974358974358974	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.621_1.630	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.621kg to 1.630kg	空郵掛號（郵包） 至 新西蘭, 1.621kg 至 1.630kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.621	1.630	1	328.70	42.1410256410256410	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.631_1.640	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.631kg to 1.640kg	空郵掛號（郵包） 至 新西蘭, 1.631kg 至 1.640kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.631	1.640	1	330.60	42.3846153846153846	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.641_1.650	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.641kg to 1.650kg	空郵掛號（郵包） 至 新西蘭, 1.641kg 至 1.650kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.641	1.650	1	332.50	42.6282051282051282	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.651_1.660	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.651kg to 1.660kg	空郵掛號（郵包） 至 新西蘭, 1.651kg 至 1.660kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.651	1.660	1	334.40	42.8717948717948718	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.661_1.670	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.661kg to 1.670kg	空郵掛號（郵包） 至 新西蘭, 1.661kg 至 1.670kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.661	1.670	1	336.30	43.1153846153846154	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.671_1.680	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.671kg to 1.680kg	空郵掛號（郵包） 至 新西蘭, 1.671kg 至 1.680kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.671	1.680	1	338.20	43.3589743589743590	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.681_1.690	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.681kg to 1.690kg	空郵掛號（郵包） 至 新西蘭, 1.681kg 至 1.690kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.681	1.690	1	340.10	43.6025641025641026	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.691_1.700	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.691kg to 1.700kg	空郵掛號（郵包） 至 新西蘭, 1.691kg 至 1.700kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.691	1.700	1	342.00	43.8461538461538462	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.701_1.710	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.701kg to 1.710kg	空郵掛號（郵包） 至 新西蘭, 1.701kg 至 1.710kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.701	1.710	1	343.90	44.0897435897435897	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.711_1.720	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.711kg to 1.720kg	空郵掛號（郵包） 至 新西蘭, 1.711kg 至 1.720kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.711	1.720	1	345.80	44.3333333333333333	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.721_1.730	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.721kg to 1.730kg	空郵掛號（郵包） 至 新西蘭, 1.721kg 至 1.730kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.721	1.730	1	347.70	44.5769230769230769	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.731_1.740	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.731kg to 1.740kg	空郵掛號（郵包） 至 新西蘭, 1.731kg 至 1.740kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.731	1.740	1	349.60	44.8205128205128205	2021-03-22 09:03:21
AIR_REG_3_NZ_NZ_1.741_1.750	Air Registered Mail (Packet) to NEW ZEALAND	空郵掛號（郵包） 至 新西蘭	Air Registered Mail (Packet) to NEW ZEALAND, weight from 1.741kg to 1.750kg	空郵掛號（郵包） 至 新西蘭, 1.741kg 至 1.750kg 重	AIR_REG_3	Air Registered Mail (Packet)	空郵掛號（郵包）	空邮挂号（邮包）	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	1.741	1.750	1	351.50	45.0641025641025641	2021-03-22 09:03:21
